11,The Famous Monster of the lake,هیولای معروف دریاچه,"There seems to be more and more evidence that the enormous  monster in Loch Ness, a solitary lake in Scotland, is more than a vision. Each year there are numerous  glimpses of the monster by visitors and neighborhood people; also recent films, not easy to ignore,  are making even scientists hesitate. The story of frequent visits by a monster once seemed absurd to them, but now they are not so sure.
Yet the conflict is far from over. Those who believe the monster exists are still in the minority, and they are constantly competing  for more information to prove that the Loch Ness monster is not a fiction. Even now they are trying to get more and clearer moving pictures of what has become the famous inhabitant of the lake. Perhaps the question of whether the monster exists or not will be answered in this coming decade.",بنظر شواهد روز افزونی وجود دارد که هیولای عظیم الجثه  دریاچه دور افتاده ی لاچ نس اسکاتلند چیزی بیش از تصور و خیال است. هر ساله بازدید کنندگان و افراد محلی متعددی این هیولا را اجمالی می بینند. فیلم های اخیر نیز که تردید می اندازند. داستان بازدیدهای مکرر توسط هیولا زمانی برای دانشمندان مسخره به نظر می رسید. اما حالا خیلی مطمئن نیستند. با این وجود تا اتمام جنگ و جدال فاصله زیادی وجود دارد.آنانکه به وجود هیولا اعتقاد دارند هنوز در اقلیت هستند و دائم برای اطلاعات بیشتر در رقابت هستند تا ثابت کنند که هیولای لاچ نس قصه نیست. حتی اکنون در تلاشند که فیلم های واضع تری را از چیزی بگیرند که ساکن معروف دریاچه شده است. شاید این سوال که آیا هیولا وجود دارد یا نه در دهه ی آینده پاسخ داده شود.,,,,,,,,,,
12,The Electric Auto Is on Its Way,اتومبیل برقی در راه است,"Ignite gasoline and you have noise and smoke; turn on an electric motor and you abolish two headaches that are dreaded by urban populations. Automobile manufacturers are frank about the way their motors pollute the air, and that is why there are frequent  hints that the big companies will soon reveal a practical electric car. So far, lack of knowledge of storing electricity in the car prohibits wide production of electric autos, but recently Congress called urgently for adequate research into the battery or fuel cell problem. Electric autos would be inexpensive to run and would decrease air pollution. It might be weird, however, to live in the quiet surroundings of a city where autos that used to be noisily audible would be whisper-quiet.","با اشتعال بنزین,دود و سروصدا را خواهید داشت. یک موتور برقی را روشن کنید و دو دردسر وحشتناکی را که جمعیت شهری از آن میترسند از بین ببرید. خودروسازان در ای باره که موتورهایشان هوا را آلوده می سازند صادقند و به همین خاطر نشانه های مکرری وجود دارد که شرکتهای بزرگ  بزودی از این نمونه اتومبیل برقی کاربردی پرده بر خواهند  داشت.
تاکنون نا آگاهی از چگونگی ذخیره ی الکتریسیته در اتومبیل مانع از تولید گسترده اتومبیل های برقی شده است اما اخیرا کنگره آمریکا خواهان تحقیق فوری و شایسته درباره ی مشکل باطری یا سوخت سلولی شده است. رانندگی با اتومبیل های برقی کم هزینه است و آلودگی هوا را کاهش می دهد. شاید زندگی در محیط آرام یک شهر,که در آن اتومبیل هایی که زمانی سروصدای زیادی داشتند و الان نجوای آرامی دارند,عجیب باشد.",,,,,,,,,,
13,Flying Saucers Again,باز هم بشقاب پرنده,"Whenever journalists face a news famine they revive the undeniably interesting question: How can we explain UFOs-unidentified flying objects? The story usually commences with a description of the object by some observant night watchman who doesn't hesitate to identify the object as having migrated from outer space. The vessel, he persists, appeared over the hazy lake at about 30 feet. A greenish gleam prohibited him from seeing its exact shape, he admits. Newspaper editors love these stories because they keep the population interested in knowledge about UFOs and keep them buying newspapers.","هرگاه روزنامه نگاران با قحطی خبر مواجه می شوند این سوال را قطعا جالب را احیاء می کنند که چگونه می توان بشقاب پرنده ها یا اشیاء پرنده ناشناخته را توجیه کرد؟ معمولا داستان با توصیف شیء توسط یک نگهبان ناظر شروع می شود که تردیدی ندارد که شیء مورد نظر از فضای خارج مهاجرت کرده است.
نگهبان اصرار دارد که کشتی فضایی در ارتفاع 30پایی دریاچه ی مه آلود ظاهر شد.ناظر اذعان می کند یک نور متمایل به سبز مانع از آن شد که شکل دقیقش را ببیند. ویراستاران روزنامه ها عاشق این داشتان ها هستند  زیرا مردم را علاقه مند به آگاهی درباره بشقاب پرنده ها نگه می دارند و آنها را خریدار روزنامه ها می کنند.",,,,,,,,,,
14,Roller Derby,رولر دربی,"The most unruly game known to man or woman is the Roller Derby. Revived every so often on television, it has no rival for violent, brutal action. The game commences with two teams on roller skates circling a banked, oval track. Then one or two skaters try to break out of the pack and ""lap"" the opponents. When the skater leaves the pack, the brawl begins. No sport can duplicate the vicious shrieking, pushing, elbowing, and fighting, all at high speed while the skaters are whirling around the track. And women are just as much of a menace  as the men. Often considered the underdog, the female skater can thrust a pointed fingernail into the face of a bewildered enemy.","رولر دربی,بی قانون ترین بازی است که هر مرد و زنی می شناسد. این بازی که هر از چند گاه از تلویزیون احیاءمی شوند, از نظر اعمال خشن و وحشیانه هیچ رقیب و نمونه ای ندارد. بازی با دو تیم سوار بر اسکیت های چرخدار که دور یک میدان بیضی شکل و شیب دار حلقه می زنند شروع می شود. سپس یک یا دو اسکیت باز تلاش می کنند که از دسته جدا شده و از حریفان جلو بزنند. وقتیکه اسکیت باز گروه را ترک می کند و نبرد شروع می شود. هیچ ورزشی نمی تواند دقیقا جیغ زدن,هل دادن ,با آرنج زدن و دعوا کردن را نشان دهد. همه این اعمال در حالی انجام می شود که اسکیت بازان با سرعت بالا دور میدان می چرخند.در این بازی زنان درست به اندازه مردان تحدید آمیز هستند. اسکیت باز زن که اغلب بازنده تلقی می شوند می توتند ناخن تیز خود را به صورت دشمن مبهوت فرو کند.",,,,,,,,,,
15,"john Dewey High School; Brooklyn, New York","دبیرستان جان دیویی,بروکلین,نیویورک","The high school of the future may be New York City's John Dewey High School. Located in Brooklyn, this unique school offers an expanded, altered course of study for mature students. The sacred 40 minute period has been abolished and replaced with 20 minute units, so that some classes are 20, 40, 60 or even 80 minutes long. Courses have been revised into seven-week units. In honor study halls, students pledge themselves to quiet study. Generally, the teachers' attitude toward students is casual. Pupils may utilize the cafeteria any time they have no class. Pupils pursue courses they choose themselves. So far the positive reaction is unanimous; everyone senses that the fortunate students at John Dewey High School are pioneers in the thrust to find new ways of teaching and learning. We salute this innovative school.","شاید دبیرستان آینده,دبیرستان جان دیویی شهر نیویورک باشد. این دبیرستان منحصر بفرد که در بروکلین واقع است یک دوره ی تحصیلی گسترده و متفاوتی را برای دانش آموزان بزرگسال ارائه می دهد. دوره های 40 دقیقه ای مرسوم,منسوخ و واحدهای 20 دقیقه ای جایگزین آن شده است بطوریکه طول برخی از کلاسها 20,40,60 ویا حتی 80 دقیقه است. دوره ها به واحدهای هفت هفته ای اصلاح شده اند. در سالن های مطالعه افتخاری ,دانش آموزان متعهد می شوند که در آرامش مطالعه کنند.عموما نگرش معلمان نسبت به دانش آموزان خودمانی است. دانش آموزان می توانند هر زمان که کلاس ندارند از کافه تریا استفاده کنند. دانش آموزاندوره هایی را دنبال می کنند که خودشان انتخاب می کنند. تاکنون واکنش مثبت مورد قبول همه است.همه احساس می کنند که دانش آموزان خوش شانس دبیرستان جان دیویی در حرکت بسوی شیوه های جدید تدریس و یادگیری پیشگام هستند. ما به این مدرسه نوآور درود می فرستیم.",,,,,,,,,,
16,A Valuable Discovery,کشفی ارزشمند,"The laser is a marvelous device that sends out a slender, concentrated beam of light, a light that surpasses the light at the sun's surface. So vast is the laser beam's power that it has without a doubt the capacity to vaporize any substance located anywhere on earth. The laser can penetrate steel, pierce a diamond, or make an accurate die for wire so thin that it can be seen only with a microscope. Grateful eye surgeons report that they have used laser beams to repair the retinas in some fortunate patients by creating tiny scars that joined the retina to the eyeball. Pioneering medical men are making cautious exploration into cancer cures with the laser, confident that they will alter the course of this brutal  disease.","لیزر ابزاری جدید شگفت انگیزی است که پرتو نوری باریک و متمرکزی را تولید می کند. نوری که از نور سطح خورشید برتر است.بی شک قدرت لیزر به قدری وسیع است که توتن تبخیر مادهای واقع در هر نقطه از زمین را داراست. لیزر می تواند به فولاد نفوز کند الماس را سوراخ کند و برای سیم بسیار نازک حدیده ای بسازد که تنها میکروسکوپ می توان آنرا دید.
جراحان قدرشناس چشم گذارش می کنند که در بعضی از بیماران خوش شانس با ایجاد زخمهای بسیار کوچکی که شبکیه را به تخم چشم متصل می کند برای ترمیم شبکیه از پرتوهای لیزری استفاده کرده اند. پزشکان پیشگام روی درمان سرطان با لیزر کاوش انجام می دهند و مطمئن هستند که روال اینبیماری کشنده را تغییر خواهند داد.",,,,,,,,,,
17,A Cup of Coffee?,یک فنجان قهوه ؟,"The drink with the most appeal for Americans is still coffee, but coffee addicts had better be wary of the instant forms. Greedy for customers and confident they won't lose them, companies will put their product in any instant form-liquid, powder, chips-and the coffee drinker, aware of his misfortune, finds it hard to avoid some of the more wretched instant products. The harsh fact is that an enormous quantity of instant coffee is being sold, no doubt, to nourish the popular demand for convenience. A keg of real coffee may become a museum piece as more and more people opt for instant coffee.","نوشیدنی که هنوز بیشترین لذت را برای آمریکایی ها دارد قهوه است. اما بد نیست معتادان,مراقب گونه های فوری آن باشند. کمپانی ها که حرص مشتری می زنند و می خواهند مطمئن شوند که این مشتریها را از دست نخواهند داد,محصولاتشان را به هر شکل فوری ارائه خواهند کرد مایع,پودر, وخرد شده. و نوشنده ی قهوه که از بدشانسی خود آکاه است برایش دشوار است که از برخی از محصولات فوری تاسف بار پرهیز کند.
بی تردید واقعیت تلخ این است که مقدار وسیعی از قهوه ی فوری برای تامین نیاز عوام به راحتی فروخته می شود. چون افراد بیشتری قهوه آماده را انتخاب می کنند, یک بشکه قهوه ای واقعی ممکن است به قطعه ای برای موزه ها تحویل شود.",,,,,,,,,,
18,The Challenge* of the Small Car,چالش اتومبیل کوچک,"The auto makers in Detroit barely survived the tragedy of 1956. That was the year the consumer became aware of the Volkswagen, and the auto market was forever altered. Once Americans got a glance at this low-priced, nimble, small car that one could manipulate so easily, they frequently refused those horrid Detroit monsters with eight cylinders and ten miles to each gallon of gasoline. Many pedestrians, previously uninterested in owning a car, began to purchase small foreign cars. Conservative as well as reckless drivers found the price within their budget and became customers. Volkswagen owners would rave about their economical cars, telling everyone how little gas they used and how infrequently they needed to be lubricated. Volkswagen, once one of the most popular small cars sold in America, has now fallen behind the autos of the ingenious Japanese manufacturers.","اتومبیل سازان دترویت بسختی می توانستند از واقعهغم انگیز سال 1956 جان به در برند. سال 1956 سالی بود که مصرف کنندگان از فلوکس آگاه شدند و بازار اتومبیل برای همیشه دگرگون شد. وقتیکه آمریکایی ها به اتومبیل ارزان قیمت,چالاک و کوپک نگاه کردند که شخص به راحتی می تواند کنترل کند آن هیولای وحشتناک دترویتی هشت سیلندری را که در ده مایل یک گالن بنزین می خواست رد کردند. بسیاری از عابرین پیاده که قبلا به داشتن اتومبیل علاقه ای نداشتند شروع به خریدن اتومبیل های خارجی کردند. رانندگان محتاط و بی پروا قیمت این اتومبیل ها را در حیطه ی بودجه ی خود یافتند و مشتری شدند.
دارندگان فلوکس واگن در مورد اتومبیل های مقرون به صرفه شان غلو می کردند وبه همه می گفتند چقدر این ماشین ها بنزین کمی مصرف می کنند و اینکه چقدر کم این اتومبیل ها نیاز به روغنکاری دارند. فلوکس واگن که زمانی یکی از پر طرفدارترین اتومبیل های کوچکی بود که در آمریکا فروخته می شد اکنون از اتومبیل های تولید کنندگان مبتکر ژاپنی عقب مانده است.",,,,,,,,,,
19,Protecting Our Health,محافظت از سلامتی مان,"Pick an apple, a tomato, a peach-no worms in the harvest. We are familiar with the abundant use of pesticides by farmers, but today's chemists are becoming uneasy. They calculate that there are 45,000 different pesticides, and all of them can be absorbed by the fruit on which they are sprayed. The chemists estimate that every morsel we eat in the future may contain a deadly quota of pesticide. The tragedy will come slowly but the threat is real. These government chemists do not suggest that we ban pesticides. They are cautious and do not easily panic. What is needed, they say, are appropriate, budgeted doses that will not pollute our food.","یک سیب,یک گوجه و یک هلو بچینید که در این برداشت هیج کرمی نباشد.با کاربرد فراوان حشره کش ها توسط کشاورزان آشنا هستیم اما شیمیدانان امروزی نگران هستند.شیمیدانان حساب کرده اند که 45000 آفت کش مختلف وجود دارد. وهمه ی آنها می توتنند جذب میوه ای شوند که روی آنها پاشیده می شوند.شیمیدانان تخمین زده اند که هر لقمه ای که در آینده می خوریم ممکن است دارای مقدار وحشتناکی آفت کش باشد. این واقعه ی غم انگیز به آرامی فرا می رسد اما تهدید آن واقعی است. این شیمیدانان دولتی پیشنهاد نمی کنند که آفت کش ها را ممنوع و قدغن کنیم.آنها محتاتند و براحتی نمی ترسند. آنها می گویند آنچه که مورد نیاز است عبارتست از مقادیر مناسب و کمی که غذای ما را آلود نکند.",,,,,,,,,,
20,A Home Where the Buffalo Roam,آشیانه ای که در آن بوفالوها پرسه می زنند,"Even today in South Dakota a cowboy emerges from behind a jagged rock where he has lingered in ambush waiting for the crafty buffalo to appear. Although not wild-they are raised on vast ranches-the gallant, defiant bison need to be hunted with the same vigor cowboys showed a century ago. For a while, Americans thought the buffalo would perish from the earth; fortunately the buffalo is far from being such a fragile animal. Now more or less captive, the buffalo, an estimated 10,000, are raised for profit by ranchers who prosper from the sale of buffalo meat. When did you devour your last morsel of tasty buffalo burger?","حتی امروزه در داکوتای جنوبی گاو چرانی از پشت صخره های ناهموار ظاهر می شود که در آنجا کمین کرده و منتظر است تا بوفالوی زیرک ظاهر شود. گرچه بوفالوها وحشی نیستند اما در مزارع وسیعی پرورش داده می شوند. بوفالوی سرکش وحشی لازم است با همان نیرو و قدرت شکار شود که گاوچرانها صد سال پیش از خودشات نشان می دادند. برای مدتی,آمریکاییها تصور می کردند که بوفالو از زمین محو و نابود خواهد شد. خوشبختانه بوفالو اصلا به این اندازه حیوان ضعیفی نیست. بوفالو ها اکنون کما بیش زندانی هستند و برای سود تقریبا ده هزار عدد از ای حیوانات توسط گاوچرانانی پرورش داده می شوند که از فروش گوشت آنها درآمد خوبی بدست می آورند. آخرین لغمه گوشت خشمزه بوفالو را که خوردید کی بود؟",,,,,,,,,,
21,Safety in the Air,امنیت در هوا,"The most persistent plea of weary pilots has always been for a machine that would warn them that they were about to collide with an oncoming airplane. Studies of landing patterns confirm that the number of collisions is increasing each year, and pilots verify hundreds of reports of near misses. Recently a system that would electronically anticipate oncoming airplanes was devised, and the pilot's dilemma to dive or to climb, to detour to left or right, may be solved. The system has merit, though, only if every plane is equipped to transmit and receive a signal to and from an oncoming plane. But most aviation experts feel that only a system that watches every airplane in the sky will relieve a problem that tends to baffle everyone who attempts to find a solution.","همواره مصرانه ترین خواهش خلبانان خسته,دستگاهی بوده است که زمانی که در شرف برخورد با هواپیمایی از جلو هستند به آنها هشدار دهد. بررسی های الگوهای فرود تایید می کند که تعداد برخوردها هرساله در حال افزایش است و خلبانان صدها گذارش از برخورد احتمالی را تایید می کنند. اخیرا دستگاهی طراحی شده که به شکل الکترونیکی هواپیماهایی را که از جلو می آیند پیش بینی می کند و شاید معضل خلبانان برای فرود یا صعود و انحراف به چپ یا راست حل شود. این سامانه مزیت دارد تنها به شرطی که هر هواپیما برای ارسال سیگنال به یک هواپیما و دریافت آن از هواپیمایی دیگر مجهز باشد. اما بیشتر کارشناسان هواپیمایی معتقدند که فقط سامانه ای که همه هواپیماهای آسمان را زیر نظر دارد معضلی را حل خواهد کرد که معمولا کسانی را گیج می کند که تلاش می کنند راه حلی را پیدا کنند.",,,,,,,,,,
22,A New Way to Treat Prisoners,شیوه های جدید برای برخورد با زندانیان,"The warden of a prison today will readily acknowledge the new trend in prison reform. In an attempt to provide a different brand of justice for society's delinquents, officials now reject the idea that prison should completely deprive the convict of freedom. Thus, in some prisons inmates are allowed to leave the prison grounds to visit their spouses or to pursue their vocation. Even the more unstable convict who may have committed homicide is not penalized as harshly as before. The hope is that if persons emerge from prison less defiant than they do now, society will be the beneficiary.","امروزه رئیس یک زندان براحتی به روند جدید اصلاحات زندان اعتراف دارد. به منظور ارائه گونه متفاوتی از عدالت برای بزهکاران جامعه,اکنون مسئولین این تصور را نمی پذیرند که زندان باید کاملا متهم را از آزادی محروم کند. از این رو در برخی از زندانها به زندانیها اجازه داده می شود که محوطه زندان را ترک کنند تا به دیدن همسرشان بروند و یا حرفه خود را دنبال کنند. حتی متهم بی ثبات تری که ممکن است مرتکب آدم کشی شده باشد, به شدت گذشته مجازات نمی شود. امید می رود اگر افرادی که از زندان بیرون می آیند کمتر از قبل نافرمان باشند, جامعه سودمند خواهد شد.",,,,,,,,,,
23,Handling Poisonous Snakes,سرو کار با  مار های سمی,"How do the Indian snake charmers handle those live poisonous reptiles without being poisoned?
Visitors to the Hopi Indians rarely leave the reservation without asking. Because Indians forbid any white person from taking part in such a ceremony, scientists could come to one logical answer: before the Indians exhibit the snakes, they proceed to remove the fangs. Yet some scientists verify the fact that all the snakes have fangs. They have a different theory. The Indians take an important precaution: they extract most of the poison prior to the snake dance. Now the Indian can embrace the snake without being poisoned. He will appear valiant because he knows that the snake has only a partial supply of its deadly poison.","کسانی که از سرخپوستان هوپی دیدن می کنند به ندرت این منطقه را بدون پرسش این سوال ترک می کنند که چگونه مارگیران سرخپوست بدون اینکه مسموم شوند از پس آن خزندگان سمی زنده بر می آیند. از آنجاییکه سرخپوستان هر فرد سفید پوستی را از شرکت در این مراسم منع می دارند, دانشمندان می توتنند به یک پاسخ منطقی برسند.قبل از اینکه سرخپوستان مارها را به نمایش بگذارند اقدام به برداشتن نیش آنها می کنند. با این وجود برخی از دانشمندان موید این حقیقت هستند که تمام مارها دندان نیش دلرند. این دانشمندان نظریه ی متفاوتی دارند. سرخپوستان یک اقدام احتیاطی مهم را انجام می دهند, آنها پیش از رقص مار بیشتر زهر را بیرون می کشند.در این حالت مارگیر میتوتند بدون اینکه مسموم شود مار را در آغوش گیرد. مارگیر شجاع به نظر خواهد رسید زیرا می داند که مار فقط مقدار کمی زهر کشنده دارد.",,,,,,,,,,
24,Punishment for Drug Abuse,تنبیه بخاطر سوء استفاده از مواد,"A recent attempt by New Jersey's attorney general to lessen the penalties for use of marijuana has caused fierce arguments around the country. Those who detest the drug users sneer and scowl at the light treatment of offenders. They reject the attorney general's recommendation as lacking a morsel of sense, claiming it would only encourage more drug abuse. They consider the drug addict much like vermin that must be stamped out. Such citizens continually wail for stiffer penalties. Those in favor of a milder approach to the drug problem point to the poor results achieved by prison terms. They feel addicts should be given medical help. Also, in enforcing harsh drug laws, police tend to be viewed as a symbol of unwelcome authority. The problem demands a solution. We cannot remain neutral or unconcerned, nor can we afford to muddle through with ineffective measures, for this is not a trifling matter.","تلاش اخیر دادستان کل نیوجرسی برای کاهش مجازات استفاده از ماری جوانا در سراسر کشور باعث بحثهای شدیدی شده است. آنان که از مصرف کنندگان مواد مخدر متنفرند, از برخورد ملایم با متخطی ها ناراحت شده وآنرا مسخره می کنند.اینگونه افراد توصیه های دادستان کل را رد می کنند بخاطر اینکه فاقد ذره ای عقل و منطق است و ادعا می کنند که این عمل تنها باعث ترغیب سوء استفاده بیشتر از مواد مخدر می شود. آنها معتاد به مواد مخدر را همچون حشره ای موذی تلقی می کنند باید از بین برود.
چنین افرادی دائم برای مجازاتهای سخت تر فریاد می زنند. آنان که هوادار برخورد ملایم تری با مسئله مواد مخدر هستند به نتایج ضعیفی اشاره می کنند که از طریق دوره های زندان بدست آمده است. این افراد معتقدند که باید به معتادان کمک پزشکی داده شود. نیز در اجرای قوانین شدید مواد مخدر,پلیس ممعمولا نماد و سمبل اقتدار ناخواسته تلقی می شود. این مسئله نیاز به راه حل دارد.ما نمی توانیم بی خیال یا بی طرف بمانیم ونمی توانیم با اقدامات بی ثمر به نتیجه برسیم زیرا این مشکل, مسئله کم اهمیتی نیست.",,,,,,,,,,
25,love and Marriage,عشق و ازدواج,"The famous architect Melville Fenton grew tired of matrimony and devised a scheme to free himself of his spouse. He told her he had been engaged by an American company to design its new office building in Paris. Packing his baggage, he left his home and proceeded to cut all his ties with his former life. He changed his name, secured a new job, and quickly forgot his faithful wife. Not having any responsibilities, he began to squander his money and energy. He married another woman, believing he was safe from the law. But his first wife had grown suspicious and resentful. She learned from his employer that he had not gone abroad, that in fact he had left the firm altogether. With a little detective work, she soon discovered her husband's whereabouts. He had become a fugitive from justice and one calamity after another overtook him. He lost his job, became a pauper and was no longer the envy of his acquaintances. Then his second wife grew ill and died. After the collapse of his plans, there was only one logical step for Melville to take. He embraced his wife and asked for her forgiveness. Much to his relief, she decided not to prosecute him for bigamy.","معمار معروف ملویل فنتون از زندگی زناشویی خسته شد و طراحی را ابداع کرد که خودش را از همسرش رها سازد. به همسرش گفت که با یک شرکت آمریکایی قرارداد بسته است که ساختمان اداری جدیدش در پاریس را طراحی کند. پس از بستن اسباب اثاثیه اش, خانه را ترک کرد و برای قطع تمام ارتباطاتش با زندگی قبلی اش اقدام کرد. نامش را تغییر داد,  شغل تازه ای بدست آورد و بسرعت همسر وفادارش را فراموش کرد.
چون هیچ مسئولیتی نداشت, شروع به هدر دادن پول و انرژی خود کرد. با خانم دیگری ازدواج کرد و بر این باور بود که از چنگ قانون در امان است. اما همسر اولش مشکوک و آزرده خاطر شده بود. از کارفرمای شوهرش مطلع شد که شوهرش به خارج نرفته است. مطلع شد که کلا شرکت را ترک کرده است. با کمی کار پلیسی, به زودی محل سوکونت همسرش را کشف کرد. ملویل از چنگال قانون فراری شده بود. مصیبت یکی پس از دیگری بر او آمد. کارش را از دست داد بسیار بدبخت و فقیر شد و دیگر مورد حساسیت آشنایانش نبود. سپس همسر دومش بیمار شد و از بین رفت.
پس از فروپاشی نقشه هایش, برای ملوین فقط یک گام منطقی وجود داشت که می توانست بردارد. همسرش را در آغوش گرفت و از او درخواست عفو وبخشش کرد. برای ملوین بسیار آرامش داشت که همسرش تصمیم گرفت او را بخاطر دو همسره بودن تحت پیگرد قانونی قرار ندهد.",,,,,,,,,,
26,Some Tall Tales,چند داستان بلند,"Do you think it is possible to defeat an opponent so fierce that a glance at her turns one to stone?
This was the fate of anyone who looked upon the Medusa, a dreaded monster whose hair was made of hissing serpents. The brave Perseus undertook to fight the Medusa, but he was compelled to do battle in a most awkward manner. To help Perseus in his venture, the goddess Minerva had lent him her bright shield, and the god Mercury had given him winged shoes. Cautiously he approached the awesome monster. Using the image of the Medusa in his shield as a guide, he succeeded in cutting off her head and fixing it to the center of Minerva's shield. Perseus then flew to the realm of King Atlas whose chief pride was his garden filled with golden fruit. Thirsty and near collapse, he pleaded with the king for water to quench his thirst and for a place to rest. But Atlas feared that he would be betrayed into losing his golden apples. He uttered just one word, ""Begone!"" Perseus, finding that he could not pacify Atlas, responded by beckoning him to look upon Medusa's head. Atlas was changed immediately into stone. His head and hair became forests, his body increased in bulk and became cliffs, and the gods ruled that the heaven with all its stars should rest upon his shoulders. Can there be a worse calamity than that which befell Atlas?","آیا فکر می کنید شکست رقیبی که بقدری خشن است که نگاهی اجمالی به او فرد را به سنگ تبدیل میکند, ممکن است.این سر نوشت هر کسی بود که به مدوسا نگاه می کرد. مدوسا هیولای وحشتناکی بود که موهای سرش از مارهای افعی هیس هیس کن ساخته شده بود.پرسیوس شجاع پذیرفت که با مدوسا بجنگد اما مجبور شد که این نبرد را به مناسب ترین شکل انجام دهد. الهه ای بنام مینروا برای اینکه در این ماجراجویی به پرسیوس کمک کند, سپره درخشانش را به او قرض داده بود و الهه ای بنام مرکوی به او کفشهای بالدار داده بود. پرسیوس با احتیاط به هیولای مهیب نزدیک شد. با استفاده از تصویر مدوسا در سپرش توانست سرش را قطع کند و آنرادر مرکز سپر مینروا قرار دهد. سپس پرسیوس به قلمرو شاه اطلس پرواز کرد که با افتخار اصلی اش باغش بود که پر از میوه های طلایی بود. پپرسیوس که خسته و در حال سقوط بود, از پادشاه تقاضای آب کرد تا عطشش را فرو نشاند و مکانی که در آن استراحت کند. اما اطلس ترسید که پرسیوس به او خیانت کند و سیب های طلایی هش را از دست بدهد و فقط یک کلمه بر زبان آورد. دور شو! پرسیوس که پی برد نمی توانداطلس را آرام کند. در مقام پاسخ اطلس اشاره کرد که به سر مدوسا نگاه کند. اطلس بلافاصله به سنگ تبدیل شد.سر و موهایش به جنگل تبدیل شدند, هیکلش افزایش یافت و تبدیل به صخره شد و خدایان حکم کردند که آسمان با تمام ستاره هایش باید روی شانه های او قرار گیرد آیا می تواند مصیبتی بدتر از آنچه که به سر اطلس آمد وجود داشته باشد؟",,,,,,,,,,
27,Problems We Face,مشکلاتی که با آنها مواجه ایم,"Despite wars, disease, and natural disasters, our world is experiencing a population explosion (boom) that threatens to change or disrupt life as we have known it. Vast numbers of people must be fed and housed, and in the process a whole rash of problems has descended upon the human race. First has been the pollution of the air and the contamination of the water supply. Second has been the rapid exhaustion of fuels, minerals, and other natural resources. The response to this situation has ranged from utter disbelief to exaggerated concern. Since scientists themselves disagree on the severity of the problem, our feeble knowledge is surely unable to suggest the correct course of action. But we cannot stand still because there is too much at stake. We are, therefore, compelled to unite in our efforts to insure that human life on this planet does not cease. We must learn to be thrifty, even miserly, with the gifts of nature that we have formerly taken for granted. If our past reveals a reckless squandering of our natural possessions, we must now find an intelligent guide to their use so that we may remain monarchs of a world that has peace and plenty.","با وجود جنگ, بیماری و بلایای طبیعی, دنیای ما انفجاری از جمعیت را تجربه می کند که زندگی ما را آنگونه که آنرا شناخته ایم, تهدید به تغییر یا اختلال می کند. به تعداد وسیعی از افراد باید غذا و اسکان داد و در این فرآیند سیلی از مشکلات بر بشریت فرود آمده است.
اولین مشکل, آلودگی هوا و آلودگی منابع آب بوده است. مشکل دوم اتمام سریع مواد سوخت, مواد معدنی و دیگر منابع طبیعی بوده است. دامنه ی واکنش مردم نسبت به این وضعیت از ناباوری محض تا نگرانی اغراق آمیز بوده است.
از آنجائیکه دانشمندان خود پیرامون شدت این معضل توافق ندارند, قطعا دانش ضعیف ما قادر به ارائه اقدام و راه حل صحیح نیست. اما نمی توانیم آرام باشیم زیرا موارد زیادی در خطر است. از اینرو مجبوریم تلاشهایمان را یکپارچه کنیم تا مطمئن شویم که حیات انسان در این سیاره به پایان نمی رسد.باید بیاموزیم نسبت به هدایای طبیعی که قبلا آنها را سرسری گرفته ایم صرفه جو و حتی خسیس باشیم. اگر گذشته ی ما اتلاف بی دقت دارایی های طبیعی ما را نشان می دهد باید برای استفاده از آنها راهنمای هوشمندانه ای پیدا کنیم تا شاید حاکم جهانی بمانیم که دارای آرامش و وفور است. ",,,,,,,,,,
